dates,gdp_data,dYq,dYm,MF,trend
1973m1,NaN,4.8227093546483,0.542476319652359,1.31059138720485,3.12745022162874
1973m2,NaN,6.10624022855564,0.601563401081627,1.53919764305995,3.12244062998408
1973m3,6.66131090166058,6.6613098842907,0.52128775033869,1.20679027648363,3.11743103833942
1973m4,NaN,5.79346356171045,0.325514739007297,0.495010911895323,3.1115432366019
1973m5,NaN,3.81076546513652,0.105888876938143,0.352774684805077,3.10565543486439
1973m6,1.23130571387312,1.23130534793669,-0.123577278961268,0.363616973256933,3.09976763312688
1973m7,NaN,-1.97711659393901,-0.476590746461629,0.308257096482574,3.09334305975884
1973m8,NaN,-4.49595441738105,-0.523820578922366,-0.183286904269312,3.08691848639079
1973m9,-5.18965527602275,-5.18965402362634,-0.297002180522589,-0.231468691140215,3.08049391302275
1973m10,NaN,-2.77285542719776,0.127608902645516,0.103045002731182,3.07388196216336
1973m11,NaN,-0.138897594309953,0.134668879299585,0.193242252127675,3.06727001130398
1973m12,0.71833630455541,0.718336243170575,-0.082693721152457,-0.535703682502298,3.06065806044459
1974m1,NaN,-1.79429224718525,-0.50054821994344,-0.907495886677534,3.05413792265035
1974m2,NaN,-4.75952338676915,-0.606638905596391,-0.998957968498924,3.04761778485611
1974m3,-6.49502718406187,-6.49502623783313,-0.516569433918451,-0.982157018899746,3.04109764706187
1974m4,NaN,-5.21395356088774,-0.180280050707094,-0.602960643109855,3.03490194906012
1974m5,NaN,-3.28595215016165,-0.124638552914867,-0.157473690428533,3.02870625105838
1974m6,-2.07293020005663,-2.07292974517177,-0.213313832670981,-0.452287060244899,3.02251055305663
1974m7,NaN,-3.22315291749344,-0.467835843787511,-0.277929914029216,3.01680619224755
1974m8,NaN,-5.26215276593211,-0.634388515024536,-0.795216047014204,3.01110183143846
1974m9,-6.80391155362938,-6.80391093103789,-0.598753373947425,-1.48737549398216,3.00539747062938
1974m10,NaN,-6.05639822900381,-0.280957668278992,-1.70375282496543,3.00024214438412
1974m11,NaN,-4.94347887951008,-0.356158677651104,-3.19224599344874,2.99508681813887
1974m12,-4.54551745989361,-4.54551887134059,-0.499263371905051,-3.84424284574087,2.98993149189361
1975m1,NaN,-6.00146381231957,-0.644943903523737,-3.32659621674234,2.98529885683374
1975m2,NaN,-7.36601526154332,-0.697296539957042,-3.23367508846924,2.98066622177386
1975m3,-7.87511478971399,-7.87511526329972,-0.626538372344152,-2.4586240735154,2.97603358671399
1975m4,NaN,-6.45073681778883,-0.288849292146013,-1.568344585979,2.97190069449853
1975m5,NaN,-3.49370627748293,0.0419610951194316,-0.666302659074956,2.96776780228307
1975m6,-0.115623120067605,-0.115623489795958,0.217982324577592,-0.0379580409943001,2.96363491006761
1975m7,NaN,2.85307525699854,0.453325394552612,0.751534219299567,2.95998584507679
1975m8,NaN,3.97700529745359,0.322943605233194,0.754505077020639,2.95633678008597
1975m9,3.83600718090486,3.836006945725,0.182732736645445,0.914075248652162,2.95268771509514
1975m10,NaN,2.44973879986296,0.106758358087103,0.87136617447271,2.94955374992587
1975m11,NaN,1.8037582651932,0.161448471565752,0.621270973581889,2.94641978475659
1975m12,2.40680480941269,2.4068047841833,0.33349436639297,0.992800255530187,2.94328581958731
1976m1,NaN,4.0024151434304,0.505660947898879,1.2531782509775,2.94068208058323
1976m2,NaN,5.61947203457688,0.565712694352372,1.31774693075586,2.93807834157916
1976m3,5.95992173042492,5.95992112813812,0.41860663978328,0.981106783436601,2.93547460257508
1976m4,NaN,4.5587896223231,0.155378071445124,0.760106090272482,2.9333689371107
1976m5,NaN,2.11790168654036,-0.0445092895933149,0.31003721465937,2.93126327164631
1976m6,-0.00508917718193302,-0.0050888951077743,-0.112141005628753,0.134255241973035,2.92915760618193
1976m7,NaN,-0.900113236121739,-0.068378013808367,0.275689721910913,2.92749814571273
1976m8,NaN,-0.845563794847597,-0.0308719292747795,0.314709375073422,2.92583868524352
1976m9,-0.735297267774318,-0.735296556171764,-0.0845741959597946,-0.153894226560018,2.92417922477432
1976m10,NaN,-0.906012273847155,-0.111056943227215,-0.155535630982702,2.92292290260208
1976m11,NaN,-0.774165809030262,0.00208968692944364,0.553532790119566,2.92166658042985
1976m12,-0.0314827732576139,-0.0314818349775308,0.101096797553388,0.730841614129195,2.92041025825761
1977m1,NaN,0.683125923059226,0.0675949962819746,-0.0282957007391216,2.91952483698941
1977m2,NaN,0.661955482025813,-0.00320292332890971,0.129089863295926,2.91863941572121
1977m3,1.78051390054699,1.78051410279156,0.380736452744825,1.20896472703198,2.91775399445301
1977m4,NaN,3.21075624158485,0.425155530980297,1.1849302153448,2.91719552054563
1977m5,NaN,4.62754615471915,0.350994554954667,0.836039648934163,2.91663704663825
1977m6,4.78573252626913,4.78573167095707,0.420282831804303,1.05894153004887,2.91607857273087
1977m7,NaN,4.78017972415445,0.423767544279643,0.706399693467609,2.91584936137884
1977m8,NaN,4.85233532278812,0.369033454613083,0.275681525483387,2.91562015002681
1977m9,4.23767162332521,4.2376707924449,0.266616699218498,0.611475737144248,2.91539093867479
1977m10,NaN,2.48575780195767,-0.0142107033421623,0.593372850731064,2.91550255626465
1977m11,NaN,-0.000906328440560822,-0.252632577986476,0.454357951691931,2.91561417385451
1977m12,-2.90697719444437,-2.90697628610337,-0.459900790197204,-0.0981707277964705,2.91572579144437
1978m1,NaN,-4.71424301699028,-0.46602738606389,-0.744928445872262,2.91623830109224
1978m2,NaN,-4.71218364886629,-0.252117735955478,-0.619171494857515,2.91675081074011
1978m3,-1.64258581838799,-1.64258512395246,0.307498841031252,0.374786392193897,2.91726332038799
1978m4,NaN,4.40290776262497,1.04534583558047,1.46953427407082,2.91820383747553
1978m5,NaN,9.7625822722329,1.0878008914465,1.22071808376126,2.91914435456308
1978m6,12.2457470683494,12.2457449239523,0.928289503961093,1.87491900078022,2.92008487165063
1978m7,NaN,9.06467303046392,0.250077862208382,0.87697348145865,2.92145059287318
1978m8,NaN,4.75128919367858,0.00945493225016905,0.668334801675393,2.92281631409572
1978m9,1.07782276068174,1.07782230394245,0.00992278152706189,0.786234225378212,2.92418203531826
1978m10,NaN,0.745321266112986,0.166952602751015,0.768365127721764,2.92597454548076
1978m11,NaN,1.73000296690734,0.255625357448759,0.816420332160359,2.92776705564326
1978m12,2.41121193319424,2.41121180322403,0.180224990606233,0.602785913152679,2.92955956580576
1979m1,NaN,1.51304362475352,-0.0575894418666113,0.059692338712491,2.93178324139612
1979m2,NaN,-0.268039869354295,-0.189645516078196,0.126221320187877,2.93400691698649
1979m3,-2.21774161357686,-2.21774099223035,-0.307200290112781,-0.115784914565724,2.93623059257686
1979m4,NaN,-3.90850870522846,-0.480281370116138,-1.05155288866498,2.9389205140379
1979m5,NaN,-3.63241190753887,-0.120621316655798,0.0202773245542696,2.94161043549893
1979m6,-2.51681269595997,-2.51681240651613,-0.0283004148570967,-0.30201184154124,2.94430035695997
1979m7,NaN,-0.499719075065624,0.0239919627464883,-0.556884531597746,2.947446029777
1979m8,NaN,-0.0684777764170082,-0.0128109919936436,-0.643838553316411,2.95059170259402
1979m9,0.00677373158895334,0.00677342990845986,-0.00948761327572973,-0.225031830811236,2.95373737541105
1979m10,NaN,-0.638772357562941,-0.137394484121362,-0.210477216053987,2.9573077282105
1979m11,NaN,-1.2776862372008,-0.172539461903109,-0.276898567868185,2.96087808100995
1979m12,-1.9654029358094,-1.96540308884157,-0.181416826185921,-0.413059736919184,2.9644484338094
1980m1,NaN,-1.61172993899048,-0.0489761966585888,-0.0327590250680977,2.96837029962076
1980m2,NaN,-1.37983107918464,-0.11456474695165,-0.240843577588211,2.97229216543211
1980m3,-1.72012716724347,-1.72012736615787,-0.266490897929227,-0.771610432056408,2.97621403124347
1980m4,NaN,-4.78839117891797,-0.816042149848614,-2.3710356931771,2.98044525642463
1980m5,NaN,-8.67134909776367,-1.08530422666308,-3.50316682278894,2.98467648160579
1980m6,-11.316910524787,-11.3169094538864,-0.927880986959904,-3.07110596211347,2.98890770678696
1980m7,NaN,-10.1805769708921,-0.531959029100057,-1.94552920764626,2.99346647878274
1980m8,NaN,-7.02060315076054,-0.295310771630174,-0.934447520658811,2.99802525077851
1980m9,-3.47826131477429,-3.47826061347753,-0.0422953526391526,0.0282824648383714,3.00258402277429
1980m10,NaN,-0.500005184689798,0.212604828096877,0.904902749061919,3.00740436998288
1980m11,NaN,2.28512349220127,0.400971397592594,1.41343698602643,3.01222471719147
1980m12,4.37394942559994,4.3739489502016,0.479911011860929,1.02062762831288,3.01704506440006
1981m1,NaN,5.95838565114663,0.608714003333134,0.452961031573078,3.02207041565185
1981m2,NaN,5.92204793305043,0.391886968068545,-0.141212701127932,3.02709576690364
1981m3,4.72983184684457,4.72983068499375,0.181856699846758,0.624061417036064,3.03212111815543
1981m4,NaN,0.579639751282416,-0.428833730094699,0.0996553807362449,3.03714325441863
1981m5,NaN,-3.23426970640769,-0.561590396353982,0.00864371230795734,3.04216539068184
1981m6,-6.02253803394504,-6.02253704022625,-0.51521013360788,-0.596656519218376,3.04718752694504
1981m7,NaN,-4.13092940517998,0.0440681786668688,-0.228745296431524,3.05200621132666
1981m8,NaN,-1.02705849598719,0.214377330944214,-0.286802769909276,3.05682489570829
1981m9,1.69999957791009,1.69999894759237,0.166554227287008,-0.595873194473621,3.06164358008991
1981m10,NaN,0.535113219124151,-0.247153253450185,-1.02138695495124,3.06628047313657
1981m11,NaN,-2.8243695999941,-0.62549337383535,-1.49013328456925,3.07091736618322
1981m12,-7.45765488022988,-7.45765411865038,-0.99176690237706,-2.06982365776384,3.07555425922988
1982m1,NaN,-10.5750636091309,-1.02650562607031,-2.25519201805041,3.08002493193094
1982m2,NaN,-11.068918613835,-0.748957125011375,-0.723686475941109,3.084495604632
1982m3,-9.35190406833306,-9.35190257464326,-0.562512892579135,-1.62748486350315,3.08896627733306
1982m4,NaN,-6.02812178200755,-0.195560427911377,-1.6635287489086,3.09326619929245
1982m5,NaN,-3.1955288579722,-0.0408088940025394,-1.49099053376231,3.09756612125184
1982m6,-1.28122947521124,-1.28122983632295,-0.0839381371668221,-1.39328800603613,3.10186604321124
1982m7,NaN,-1.22201622789476,-0.180757025804329,-0.979546705882885,3.10587723798195
1982m8,NaN,-2.78696558200015,-0.432046232528886,-1.58524470689729,3.10988843275267
1982m9,-4.64601110852338,-4.64601095540611,-0.548699480518313,-1.46064785146749,3.11389962752338
1982m10,NaN,-5.85980237541804,-0.484204880807311,-1.33274184057633,3.11753865355713
1982m11,NaN,-5.1263298732893,-0.248678106996701,-0.626199927766916,3.12117767959088
1982m12,-2.96507875362464,-2.96507839039499,-0.00838660979473555,-0.343014585075529,3.12481670562464
1983m1,NaN,-0.661199325054138,0.0917648855279018,0.346095773697233,3.12803293362239
1983m2,NaN,0.942244606948954,0.152182876004072,-0.0611378231540866,3.13124916162015
1983m3,2.1025192413821,2.10251930556543,0.281682064859383,0.436346796039231,3.1344653896179
1983m4,NaN,3.3375640646493,0.400526075298869,0.459168423963754,3.13701398678722
1983m5,NaN,4.75754229877503,0.507177434535505,0.829187270683528,3.13956258395654
1983m6,5.85828761787414,5.85828690286429,0.556868215881698,1.38453324496351,3.14211118112586
1983m7,NaN,6.24342261785503,0.496810004046555,1.6624043029327,3.14374448656354
1983m8,NaN,5.5196242982823,0.326227854642321,1.12328060576774,3.14537779200123
1983m9,4.77038804656108,4.7703879076134,0.369559118214474,1.54303875196976,3.14701109743892
1983m10,NaN,4.42528903399283,0.410535285641414,1.38314945191606,3.14773606354283
1983m11,NaN,4.78088101987713,0.415125851113395,1.11710390303353,3.14846102964674
1983m12,5.10983711224935,5.10983675915008,0.451798053032712,1.19285617558533,3.14918599575065
1984m1,NaN,5.19302880121307,0.43133329615716,1.64601783210593,3.14908953299649
1984m2,NaN,5.08415753762249,0.387908035215751,1.28869219169833,3.14899307024233
1984m3,4.59474101351184,4.59474062305936,0.329443824391929,0.964447274566569,3.14889660748816
1984m4,NaN,4.08725571076809,0.304462068084343,0.656494597736323,3.14812862912074
1984m5,NaN,3.84993816849815,0.328578649648265,0.666876391680795,3.14736065075332
1984m6,3.7055444646141,3.70554378418387,0.293345228313359,0.816141325232355,3.1465926723859
1984m7,NaN,3.1881663646041,0.175117713189402,0.495096295337221,3.14536645648643
1984m8,NaN,1.95777430842979,0.0209806356046876,-0.0262002572702375,3.14414024058696
1984m9,0.694872635312507,0.694872368732522,-0.0223802566109591,-0.0679764318729078,3.14291402468749
1984m10,NaN,-0.298516624538932,-0.0732295351284614,-0.348701752889125,3.14142511137192
1984m11,NaN,-0.347951130809653,0.00862200903700736,0.058120621259457,3.13993619805634
1984m12,0.131600943259231,0.131600816005695,0.0975077300928778,0.221767746398819,3.13844728474077
1985m1,NaN,0.941806513870208,0.129321889337667,0.178034145386241,3.13693996534799
1985m2,NaN,1.0222391655801,0.0287301719644802,0.0286875865235869,3.13543264595521
1985m3,0.723759788437567,0.723759627349545,0.0228878455352392,0.138238435835355,3.13392532656243
1985m4,NaN,0.0391170285963028,-0.0418387603506437,-0.104937776821143,3.13266220293933
1985m5,NaN,0.0210784876519449,0.0242205367283907,-0.0302345129349699,3.13139907931623
1985m6,0.376271753306869,0.376271361361834,0.111686063962712,-0.0249730918826337,3.13013595569313
1985m7,NaN,1.7519598472597,0.302083361123822,-0.223709897406834,3.12924982935553
1985m8,NaN,2.64685523194196,0.247944382898956,-0.215289212828806,3.12836370301792
1985m9,2.93484703931968,2.93484614486537,0.183683792193565,0.422602370134553,3.12747757668032
1985m10,NaN,1.68210810703865,-0.0111011483328572,-0.0159144647800833,3.12691904543931
1985m11,NaN,0.596106295682896,-0.0235560699399837,0.0587167104882964,3.12636051419831
1985m12,-0.163629080957304,-0.163629236427365,-0.00625009083400031,0.399537743598354,3.1258019829573
1986m1,NaN,0.291823326022593,0.102761992279632,0.584579801381289,3.12549514984273
1986m2,NaN,0.622648174561416,0.0591501421947222,0.0122030277996975,3.12518831672815
1986m3,0.591813191386422,0.591812986398232,-0.0139588878747965,-0.383005286143933,3.12488148361358
1986m4,NaN,-0.332641658835499,-0.1283516690288,-0.372307028134224,3.12469324958893
1986m5,NaN,-1.13278467850847,-0.14088561272352,-0.13961006067795,3.12450501556429
1986m6,-1.32682575853965,-1.32682556850218,-0.0624691103732244,-0.173597774163678,3.12431678153965
1986m7,NaN,-0.419601216234554,0.0984544190381064,0.0916624654400481,3.12422404103095
1986m8,NaN,0.19449453833406,0.0126383259186331,-0.307376979833368,3.12413130052225
1986m9,0.68588877698645,0.68588877480752,0.0603794487451406,0.301156229231947,3.12403856001355
1986m10,NaN,0.137826873280111,-0.0385610563437461,0.216998870473174,3.12415138914018
1986m11,NaN,-0.238289290201286,-0.0813907149517161,0.321604814823835,3.12426421826681
1986m12,-0.981822536393443,-0.981822015439957,-0.125503732564527,0.441354584698529,3.12437704739344
1987m1,NaN,-1.2765333471437,-0.112238889269681,-0.216984401733325,3.12475647670199
1987m2,NaN,-0.998816315099144,-0.0119614569405781,0.477493594644348,3.12513590601054
1987m3,-0.155880307319092,-0.155879733641372,0.0852304127999161,0.266974841759937,3.12551533531909
1987m4,NaN,0.841027777541155,0.136987988525951,0.426508231188247,3.12615203468634
1987m5,NaN,1.29597473048979,0.10177528129658,0.497015599532855,3.12678873405359
1987m6,1.16505190457916,1.16505225372021,0.0524997936075213,0.484536708945776,3.12742543342084
1987m7,NaN,0.486416036733515,-0.0326710657207224,0.584599865540023,3.12825772179735
1987m8,NaN,0.0513839117662631,-0.00698274994523322,0.737670859968591,3.12909001017386
1987m9,0.325557359449625,0.325557770073724,0.121043258184387,0.389113934538704,3.12992229855037
1987m10,NaN,1.93970470479484,0.370865667959557,0.745818000604987,3.13086808148827
1987m11,NaN,3.31963964646393,0.338000985472039,0.577297876982772,3.13181386442617
1987m12,3.67715168763593,3.67715136677071,0.210421188261081,0.643841703004814,3.13275964736407
1988m1,NaN,1.78077823820196,-0.103227614182631,0.288273951146112,3.1338107537742
1988m2,NaN,-0.0210921836818379,-0.11246661999891,0.445285881247711,3.13486186018434
1988m3,-1.07472749659448,-1.07472715083417,-0.0529875535270012,0.306640120266571,3.13591296659448
1988m4,NaN,-0.107222807754296,0.138648471587337,0.261083019300826,3.13715945412016
1988m5,NaN,1.08748738879615,0.186210929138702,0.0886130353573722,3.13840594164584
1988m6,2.08159124982848,2.08159088692351,0.19553832100484,0.266947209644309,3.13965242917152
1988m7,NaN,1.40789094206398,-0.0297765146275477,0.0265872224923209,3.14089055030622
1988m8,NaN,0.320953165166627,-0.0855235150856356,0.169660408834129,3.14212867144091
1988m9,-0.80649124957561,-0.806491206528706,-0.0863227719189931,-0.0754957873088983,3.14336679257561
1988m10,NaN,-0.252326235944542,0.108764728018493,0.24588561869997,3.1443332154201
1988m11,NaN,0.865874162750616,0.194026584588154,0.221866568097465,3.14529963826458
1988m12,2.14851866389093,2.14851815384988,0.234338225855823,0.451485812897372,3.14626606110907
1989m1,NaN,2.4966194041656,0.195790040597424,0.439517360082968,3.14692766098995
1989m2,NaN,1.98805666435546,0.0668858996356181,-0.155067039616077,3.14758926087082
1989m3,0.897628516248302,0.897627949063651,-0.0382689529671294,-0.119503387740271,3.1482508607517
1989m4,NaN,0.048271666290306,-0.0165490300959122,0.00125635241649022,3.14860306403039
1989m5,NaN,-0.322327191137499,-0.0257638147213332,-0.367552549558551,3.14895526730907
1989m6,-0.107823634587758,-0.107824107790682,0.015356817869575,-0.23732192898501,3.14930747058776
1989m7,NaN,-0.0112826360338051,0.00758633784330694,-0.624959746105471,3.14937784184675
1989m8,NaN,0.183044993192029,0.0228180925851254,0.00403136154288841,3.14944821310574
1989m9,-0.196919884364724,-0.196920073219353,-0.0796344487332705,-0.119324432830646,3.14951858436472
1989m10,NaN,-1.34151252880517,-0.278561776053147,-0.432432832028867,3.14932391234914
1989m11,NaN,-2.13437573493729,-0.175397708947904,-0.102841600687773,3.14912924033356
1989m12,-2.36152299031798,-2.36152263020026,-0.136421172549014,-0.211001931136194,3.14893456831798
1990m1,NaN,-1.07671750771907,0.0426395045671503,-0.3182505551747,3.14854899501934
1990m2,NaN,0.121490827341244,0.124154374817175,0.0334954411848805,3.1481634217207
1990m3,1.19967225957794,1.19967195945135,0.133124110478512,0.264058337206221,3.14777784842207
1990m4,NaN,0.715094583248851,-0.0785048394834743,-0.109287079744648,3.14723336203862
1990m5,NaN,-0.349992476647126,-0.142117390156819,-0.136333933223507,3.14668887565517
1990m6,-1.69713920227172,-1.69713906096533,-0.203662535601039,-0.232969413598627,3.14614438927172
1990m7,NaN,-2.18031120471851,-0.19929787542177,-0.334019797511282,3.1456753918578
1990m8,NaN,-2.54351968391062,-0.232919509954847,-0.337798814394853,3.14520639444387
1990m9,-2.87873416802995,-2.87873382697114,-0.287466071366169,-0.578796692834773,3.14473739702995
1990m10,NaN,-4.01983658909059,-0.484573565951632,-0.9904124502536,3.14461429709094
1990m11,NaN,-5.50031216000157,-0.603038402682591,-1.4524981508928,3.14449119715192
1990m12,-6.80256285521291,-6.80256214814774,-0.613028568402711,-1.79934247014768,3.14436809721291
1991m1,NaN,-6.71238490688371,-0.462029255635625,-1.63783399578139,3.14447639321273
1991m2,NaN,-6.10676877255815,-0.451634369101201,-1.72021560673196,3.14458468921254
1991m3,-5.02045951421236,-5.02045912345971,-0.3414511561281,-1.58131701458504,3.14469298521236
1991m4,NaN,-3.53371981345194,-0.0903444281336827,-0.824150692707279,3.14472165623063
1991m5,NaN,-1.63084555981944,0.0240841943069219,-0.138152771119238,3.1447503272489
1991m6,-0.0380000662671631,-0.0380000378837893,0.0567602243558135,0.263413211563785,3.14477899826716
1991m7,NaN,0.26589845634832,-0.0143698045756554,0.196324193272858,3.14461829126764
1991m8,NaN,-0.344257704812032,-0.128454845983166,-0.162585169638771,3.14445758426812
1991m9,-1.1281998082686,-1.12819958866065,-0.139225246606341,-0.053693862147739,3.1442968772686
1991m10,NaN,-1.64959042177063,-0.144717512853151,-0.283082129529513,3.14390102867553
1991m11,NaN,-1.80903518420573,-0.16831603659194,-0.556287061227478,3.14350518008245
1991m12,-1.75153804748938,-1.75153799511146,-0.124850949332774,-0.828309560915786,3.14310933148938
1992m1,NaN,-0.879424856658668,0.0733107717600473,-0.683249961110709,3.14245064984121
1992m2,NaN,0.356653057667402,0.140703441989577,-0.362749471411268,3.14179196819304
1992m3,1.61864136245514,1.61864089862818,0.190646010907422,0.223938699020126,3.14113328654486
1992m4,NaN,1.93463836516623,0.152310138394559,0.434476911138978,3.14052522326422
1992m5,NaN,1.75087413241647,0.0947623838021364,0.304761678736372,3.13991715998358
1992m6,1.17475647929706,1.17475618249493,0.0466165234270368,0.150944309500672,3.13930909670294
1992m7,NaN,0.572738747851147,0.00180577973361343,0.118375713259949,3.13899437258956
1992m8,NaN,0.606053156210987,0.103090985892096,-0.0208864745472307,3.13867964847618
1992m9,0.795316915637205,0.795316626747466,0.0939323910611566,0.0161381162511591,3.1383649243628
1992m10,NaN,1.40175214666023,0.153414659711804,0.356385828626931,3.1384733479224
1992m11,NaN,1.34676096600582,0.0893431907284944,0.395794485588916,3.13858177148201
1992m12,1.01235488595839,1.01235486230588,0.0103308651361724,0.384036746682126,3.13869019504161
1993m1,NaN,-0.36799473624377,-0.191672739925609,0.276348031465627,3.13936605129868
1993m2,NaN,-1.55163033588183,-0.206565709181022,0.201167146002674,3.14004190755576
1993m3,-2.47167636581283,-2.47167566721442,-0.219680467696973,-0.436437211313263,3.14071776381283
1993m4,NaN,-2.09083954396127,-0.0964637091123219,-0.222103663683523,3.14199659033075
1993m5,NaN,-1.46360971004096,-0.049758250700945,-0.248294148043879,3.14327541684867
1993m6,-0.821633768366587,-0.821633469435778,-0.0591864075456777,-0.265570407872845,3.14455424336659
1993m7,NaN,-1.0933529664172,-0.164393583357676,-0.156883214599436,3.14635282298816
1993m8,NaN,-1.36009643649251,-0.116444118219773,-0.170435942291203,3.14815140260974
1993m9,-1.24523319023132,-1.24523279562672,-0.030470497329231,-0.104595373776303,3.14994998223132
1993m10,NaN,-0.0783995323514632,0.127314732461138,0.0497559521762223,3.15220580768644
1993m11,NaN,1.17972245631987,0.19808637894806,0.23709138846959,3.15446163314157
1993m12,2.2470697754033,2.24706951725308,0.236366267904071,0.561881871022048,3.1567174585967
1994m1,NaN,1.80200389926507,0.0160483279641349,0.153447488077455,3.1593833626408
1994m2,NaN,1.15544792813648,0.0364473861659141,0.139978113295458,3.16204926668491
1994m3,0.697444440270993,0.697444513520122,0.121865414249981,0.526930912682032,3.16471517072901
1994m4,NaN,1.49498204905822,0.215432711848661,0.44603799318832,3.16763972668763
1994m5,NaN,2.04102650368323,0.172958499822166,0.28127988276936,3.17056428264625
1994m6,2.21030004739513,2.21029988337183,0.164183759172131,0.549578538866856,3.17348883860487
1994m7,NaN,1.13974794501503,-0.0522052727405393,0.307073214460759,3.17650686110943
1994m8,NaN,0.0926105656453772,-0.0888258450202472,0.393345144789214,3.17952488361399
1994m9,-0.851288592118553,-0.851288048584726,-0.0717908943853949,0.175463793507639,3.18254290611855
1994m10,NaN,-0.342696085564689,0.0749427180144699,0.367007723849735,3.18558825524162
1994m11,NaN,0.537556999400153,0.131237426220963,0.417352756038664,3.18863360436469
1994m12,1.36437301951224,1.36437311320015,0.134913134064605,0.544599031284496,3.19167895348776
1995m1,NaN,0.845844182614169,-0.0546895146320256,0.28923576966922,3.19476933027166
1995m2,NaN,-0.360318114999988,-0.170303148182576,-0.161238121894748,3.19785970705556
1995m3,-1.78443661583946,-1.78443613148763,-0.221116370057307,-0.370382274815423,3.20095008383946
1995m4,NaN,-2.38462454119778,-0.204736617059561,-0.477548199937903,3.20411193457067
1995m5,NaN,-2.48427557846058,-0.195215907498277,-0.385306183434324,3.20727378530188
1995m6,-2.01884874003308,-2.0188483410039,-0.104759560693135,-0.27068003007427,3.21043563603308
1995m7,NaN,-1.39814219720757,-0.0495600811104803,-0.438087722278694,3.21364520088699
1995m8,NaN,-0.400467714529791,0.0542027131711681,0.189526137849809,3.2168547657409
1995m9,0.168254323405197,0.168254455475471,0.0374209818081799,0.104304290138383,3.2200643305948
1995m10,NaN,0.326745632976032,-0.00993728673533984,-0.154775779668015,3.22323748502856
1995m11,NaN,-0.150355364350571,-0.0650725361604828,-0.147041350343677,3.22641063946231
1995m12,-0.522679542896062,-0.522679446043013,-0.0556600386149307,0.00777599900155748,3.22958379389606
1996m1,NaN,-0.907652324409072,-0.106180506326855,-0.471054573113782,3.23265459121546
1996m2,NaN,-0.669922309728377,-0.00564003249030903,0.172210232090887,3.23572538853486
1996m3,-0.254171632854265,-0.254171520739704,0.0482776586322374,-0.0620782121176804,3.23879618585427
1996m4,NaN,1.33166693955688,0.290279108747291,0.392354685419278,3.24177692431261
1996m5,NaN,2.60796873478196,0.313435416315963,0.536298038734882,3.24475766277095
1996m6,3.3686279637707,3.36862743293555,0.238442333170635,0.71158168187072,3.2477384012293
1996m7,NaN,2.42275391027349,0.053810728081775,0.344446549053172,3.25062992763841
1996m8,NaN,1.25665810223892,0.0219114643073204,0.290716290586301,3.25352145404752
1996m9,0.315556244543371,0.315556342416879,0.00316689321512424,0.267809939434285,3.25641298045663
1996m10,NaN,0.468182366900574,0.0919672342026989,0.138442942017097,3.25912960404825
